estimated_price,car_name,miles,vin,body,primary_damage,secondary_damage,start_code,key_fob,airbags,car_image,url
2643,2003 HYUNDAI ELANTRA GLS/GT,"94,043 mi (Actual)",VIN: KMHDN45D93U688045 ,Sedan 4 Door,Left Front ,none,Run & Drive ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=25301481~SID~I1,https://www.iaai.com/Vehicle?itemID=31856269&RowNumber=118&loadRecent=True
3162,2004 HONDA CIVIC LX,"138,886 mi (Actual)",VIN: 2HGES16534H574801 ,Sedan 4 Door,Left Side ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25300027~SID~I1,https://www.iaai.com/Vehicle?itemID=31856266&RowNumber=117&loadRecent=True
10147,2008 TOYOTA TACOMA DBL CAB PRERUNNER LNG BED,"152,039 mi (Not Required/Exempt)",VIN: 3TMKU72N88M015479 ,Pickup 4 Door,Rear ,Right Side ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25063978~SID~I1,https://www.iaai.com/Vehicle?itemID=31407918&RowNumber=116&loadRecent=True
3560,2004 BUICK LESABRE CUSTOM,"102,292 mi (Actual)",VIN: 1G4HP54K444148136 ,Sedan 4 Door,Left Rear ,Left Side ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25281592~SID~I1,https://www.iaai.com/Vehicle?itemID=31856236&RowNumber=115&loadRecent=True
6764,1996 HONDA CIVIC CX,"192,390 mi (Not Actual)",VIN: 2HGEJ6329TH111411 ,Hatchback 2 Door,Front End ,none,Cannot Test Start ,Missing,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25066070~SID~I1,https://www.iaai.com/Vehicle?itemID=31407943&RowNumber=119&loadRecent=True
3038,2006 HYUNDAI ELANTRA GLS/GT/LIMITED,"112,040 mi (Actual)",VIN: KMHDN46D06U221731 ,Sedan 4 Door,Front End ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23902458~SID~I1,https://www.iaai.com/Vehicle?itemID=29710761&RowNumber=113&loadRecent=True
13264,2013 FORD F150 ,"72,044 mi (Actual)",VIN: 1FTNF1CF2DKE46820 ,Pickup 2 Door,Front End ,none,Run & Drive ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=25176066~SID~I1,https://www.iaai.com/Vehicle?itemID=31487819&RowNumber=112&loadRecent=True
3937,2001 CADILLAC DEVILLE ,"93,025 mi (Not Actual)",VIN: 1G6KD54Y91U213956 ,Sedan 4 Door,Vandalized ,none,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23906119~SID~I1,https://www.iaai.com/Vehicle?itemID=29711538&RowNumber=114&loadRecent=True
7222,2011 FORD FUSION SE,"117,872 mi (Actual)",VIN: 3FAHP0HA0BR254621 ,Sedan 4 Door,Front End ,none,Vehicle Starts ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23878252~SID~I1,https://www.iaai.com/Vehicle?itemID=29705624&RowNumber=111&loadRecent=True
1300,2007 CHEVROLET COBALT LS,"238,496 mi (Not Required/Exempt)",VIN: 1G1AK55F077392464 ,Sedan 4 Door,Repossession ,none,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25236115~SID~I1,https://www.iaai.com/Vehicle?itemID=31856176&RowNumber=110&loadRecent=True
3000,2006 CHEVROLET SILVERADO C1500,"346,132 mi (Not Required/Exempt)",VIN: 1GCEC14ZX6Z282888 ,Pickup 2 Door,Repossession ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25340284~SID~I1,https://www.iaai.com/Vehicle?itemID=31856321&RowNumber=125&loadRecent=True
1850,2006 BMW 750 I,"132,698 mi (Not Actual)",VIN: WBAHL83566DT04903 ,Sedan 4 Door,Mechanical ,none,Vehicle Starts ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25407880~SID~I1,https://www.iaai.com/Vehicle?itemID=31821307&RowNumber=108&loadRecent=True
2538,2006 CHEVROLET COBALT LS,"162,265 mi (Actual)",VIN: 1G1AK55F467874384 ,Sedan 4 Door,Right Front ,none,Did Not Test Start ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=25221154~SID~I1,https://www.iaai.com/Vehicle?itemID=31856162&RowNumber=107&loadRecent=True
4556,2007 HYUNDAI ACCENT GS,"118,706 mi (Not Required/Exempt)",VIN: KMHCM36C17U018414 ,Hatchback 2 Door,Left Front ,Right Rear ,Cannot Test Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25171680~SID~I1,https://www.iaai.com/Vehicle?itemID=31499985&RowNumber=109&loadRecent=True
7447,2004 FORD F350 SRW SUPER DUTY,"234,383 mi (Actual)",VIN: 1FTSX31L04EB07220 ,Pickup 4 Door,Front End ,none,Vehicle Starts ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25170419~SID~I1,https://www.iaai.com/Vehicle?itemID=31499838&RowNumber=105&loadRecent=True
12862,2015 CHEVROLET CAMARO LT,"51,674 mi (Actual)",VIN: 2G1FD1E30F9219877 ,Coupe 2 Door,Right Front ,Right Side ,Vehicle Starts ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=25100997~SID~I1,https://www.iaai.com/Vehicle?itemID=31423109&RowNumber=130&loadRecent=True
500,2001 FORD TAURUS SES,"82,977 mi (Not Actual)",VIN: 1FAFP55SX1A244043 ,Sedan 4 Door,Right Rear ,Right Side ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23839264~SID~I1,https://www.iaai.com/Vehicle?itemID=29677041&RowNumber=102&loadRecent=True
2560,2004 MITSUBISHI ECLIPSE GS,"100,000 mi (not required/exept",VIN: 4A3AC44G24E061351 ,Hatchback 2 Door,none,none,Run & Drive ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=25195399~SID~I1,https://www.iaai.com/Vehicle?itemID=31856132&RowNumber=101&loadRecent=True
9911,2012 NISSAN MAXIMA S/SV,"34,893 mi (Not Actual)",VIN: 1N4AA5AP5CC808315 ,Sedan 4 Door,Front End ,none,Cannot Test Start ,Missing,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=23830664~SID~I1,https://www.iaai.com/Vehicle?itemID=29631128&RowNumber=100&loadRecent=True
1389,1996 ACURA INTEGRA LS,"262,782 mi (Actual)",VIN: JH4DC4452TS011207 ,Hatchback 2 Door,Left Rear ,Left Front ,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25276130~SID~I1,https://www.iaai.com/Vehicle?itemID=31643097&RowNumber=99&loadRecent=True
3399,2005 ACURA TSX ,"158,927 mi (Actual)",VIN: JH4CL96825C006148 ,Sedan 4 Door,Left Front ,Front End ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25258857~SID~I1,https://www.iaai.com/Vehicle?itemID=31655084&RowNumber=106&loadRecent=True
7800,2016 NISSAN SENTRA S/SV/SR/SL,"28,612 mi (Actual)",VIN: 3N1AB7AP4GL671626 ,Sedan 4 Door,Front End ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25099008~SID~I1,https://www.iaai.com/Vehicle?itemID=31422991&RowNumber=104&loadRecent=True
10442,2015 HONDA ACCORD SPORT,"42,421 mi (Actual)",VIN: 1HGCR2F54FA012884 ,Sedan 4 Door,Right Front ,none,Vehicle Starts ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=25079614~SID~I1,https://www.iaai.com/Vehicle?itemID=31422494&RowNumber=96&loadRecent=True
6710,2003 INFINITI I35 ,"140,979 mi (Actual)",VIN: JNKDA31A63T111161 ,SEDAN 4 DOOR,Front End ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23801062~SID~I1,https://www.iaai.com/Vehicle?itemID=29574140&RowNumber=95&loadRecent=True
13622,2018 TOYOTA COROLLA L/LE/XLE/SE/XSE,"13,760 mi (Actual)",VIN: 2T1BURHE4JC072764 ,Sedan 4 Door,Front End ,none,Vehicle Won't Start ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=25015283~SID~I1,https://www.iaai.com/Vehicle?itemID=31258971&RowNumber=97&loadRecent=True
6140,2016 NISSAN VERSA S/S PLUS/SV/SL,"42,222 mi (Actual)",VIN: 3N1CN7AP5GL915218 ,Sedan 4 Door,Right Side ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25175873~SID~I1,https://www.iaai.com/Vehicle?itemID=31487770&RowNumber=103&loadRecent=True
7489,2013 MITSUBISHI LANCER ES/ES SPORT,"65,504 mi (Actual)",VIN: JA32U2FU7DU020973 ,Sedan 4 Door,Right Front ,Undercarriage ,Vehicle Starts ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23787262~SID~I1,https://www.iaai.com/Vehicle?itemID=29571073&RowNumber=94&loadRecent=True
7216,2011 VOLVO S40 T5,"122,345 mi (Actual)",VIN: YV1672MS4B2546752 ,Sedan 4 Door,Right Side ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23825214~SID~I1,https://www.iaai.com/Vehicle?itemID=29606482&RowNumber=98&loadRecent=True
18138,2014 AUDI A4 ALLROAD PREMIUM PLUS,"62,960 mi (Not Actual)",VIN: WA1UFAFL6EA070699 ,Sport Utility Vehicle 4 Door,Front End ,Right Front ,Vehicle Won't Start ,Present,"Spare Tire Present, Alloy Wheels",https://vis.iaai.com/singlethumbnail?imageKeys=25052171~SID~I1,https://www.iaai.com/Vehicle?itemID=31422221&RowNumber=90&loadRecent=True
15016,2014 MERCEDES-BENZ E 350,"27,147 mi (Actual)",VIN: WDDHF5KB1EB015038 ,Sedan 4 Door,Front End ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23728483~SID~I1,https://www.iaai.com/Vehicle?itemID=29495211&RowNumber=89&loadRecent=True
3645,1997 TOYOTA COROLLA DX,"161,610 mi (Not Required/Exempt)",VIN: 2T1BB02E7VC181736 ,Sedan 4 Door,Front End ,Left Front ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25275859~SID~I1,https://www.iaai.com/Vehicle?itemID=31643031&RowNumber=93&loadRecent=True
8700,2009 FORD F150 SUPER CAB,"127,310 mi (Not Required/Exempt)",VIN: 1FTPX14V09FA92937 ,Pickup 4 Door,Front & Rear ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25038163~SID~I1,https://www.iaai.com/Vehicle?itemID=31407701&RowNumber=92&loadRecent=True
1725,2007 NISSAN SENTRA 2.0/2.0S/2.0SL,"157,267 mi (Actual)",VIN: 3N1AB61E97L622446 ,Sedan 4 Door,Unknown ,none,Run & Drive (Starts With Jump),Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25273276~SID~I1,https://www.iaai.com/Vehicle?itemID=31732948&RowNumber=91&loadRecent=True
18000,2013 CADILLAC XTS LUXURY COLLECTION,0 mi (Broken),VIN: 2G61P5S32D9237771 ,Sedan 4 Door,Repossession ,Electrical ,Vehicle Won't Start ,Present,Alloy Wheels,https://vis.iaai.com/singlethumbnail?imageKeys=25317714~SID~I1,https://www.iaai.com/Vehicle?itemID=31719505&RowNumber=85&loadRecent=True
5427,2003 TOYOTA ECHO ,0 mi (Not Required/Exempt),VIN: JTDAT123330267601 ,Sedan 2 Door,Rear ,Left Rear ,Cannot Test Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25012513~SID~I1,https://www.iaai.com/Vehicle?itemID=31329567&RowNumber=84&loadRecent=True
2672,2007 TOYOTA YARIS ,"165,167 mi (Not Required/Exempt)",VIN: JTDJT923975060637 ,Hatchback 2 Door,Right Side ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25159685~SID~I1,https://www.iaai.com/Vehicle?itemID=31498969&RowNumber=88&loadRecent=True
2389,2005 HYUNDAI ELANTRA GLS/GT,"97,723 mi (Not Required/Exempt)",VIN: KMHDN46D45U168532 ,Sedan 4 Door,Left Front ,Front End ,Run & Drive ,Present,"Spare Tire Missing, Standard Wheels",https://vis.iaai.com/singlethumbnail?imageKeys=25318160~SID~I1,https://www.iaai.com/Vehicle?itemID=31719548&RowNumber=87&loadRecent=True
6161,2004 CHEVROLET IMPALA ,"125,653 mi (Not Required/Exempt)",VIN: 2G1WF52E949203598 ,Sedan 4 Door,Front End ,none,Vehicle Won't Start ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=25157521~SID~I1,https://www.iaai.com/Vehicle?itemID=31498865&RowNumber=86&loadRecent=True
9131,2017 KIA FORTE LX,"11,894 mi (Actual)",VIN: 3KPFK4A7XHE152491 ,Sedan 4 Door,Front End ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23650919~SID~I1,https://www.iaai.com/Vehicle?itemID=29418907&RowNumber=80&loadRecent=True
16051,2006 INFINITI G35 ,"140,796 mi (Actual)",VIN: JNKCV54E56M706883 ,Coupe 2 Door,Front End ,Rear ,Vehicle Starts ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=23652834~SID~I1,https://www.iaai.com/Vehicle?itemID=29418980&RowNumber=79&loadRecent=True
6700,2014 MAZDA 3 SPORT,"63,707 mi (Actual)",VIN: 3MZBM1U70EM103267 ,Sedan 4 Door,Front End ,none,Run & Drive ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=24946305~SID~I1,https://www.iaai.com/Vehicle?itemID=31732708&RowNumber=81&loadRecent=True
11874,2012 NISSAN JUKE S/SV/SL,"95,101 mi (Actual)",VIN: JN8AF5MV7CT109102 ,Sport Utility Vehicle 4 Door,Left Side ,none,Run & Drive ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=23698822~SID~I1,https://www.iaai.com/Vehicle?itemID=29425888&RowNumber=82&loadRecent=True
5665,2006 DODGE DAKOTA QUAD SLT,"136,134 mi (Not Required/Exempt)",VIN: 1D7HE48N36S557208 ,Pickup 4 Door,Front End ,none,Run & Drive (Starts With Jump),Present,"Spare Tire Missing, Standard Wheels",https://vis.iaai.com/singlethumbnail?imageKeys=25228436~SID~I1,https://www.iaai.com/Vehicle?itemID=31654517&RowNumber=83&loadRecent=True
825,2000 TOYOTA CAMRY CE/LE/XLE,"195,175 mi (Actual)",VIN: JT2BG22K1Y0471044 ,Sedan 4 Door,Front & Rear ,Left & Right Side ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25279205~SID~I1,https://www.iaai.com/Vehicle?itemID=31643847&RowNumber=75&loadRecent=True
8008,2006 LEXUS GS GENERATION 200 300,"94,472 mi (Not Actual)",VIN: JTHCH96S360016669 ,Sedan 4 Door,Front End ,none,Cannot Test Start ,Missing,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25230888~SID~I1,https://www.iaai.com/Vehicle?itemID=31567855&RowNumber=74&loadRecent=True
6486,2004 CHRYSLER PACIFICA ,"89,106 mi (Actual)",VIN: 2C8GF68494R331256 ,Sport Utility Vehicle 4 Door,Rear ,Left & Right Side ,Vehicle Starts ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23660374~SID~I1,https://www.iaai.com/Vehicle?itemID=29378348&RowNumber=73&loadRecent=True
4533,2006 GMC SIERRA K2500 HEAVY DUTY,"193,206 mi (Actual)",VIN: 1GTHK24U76E120377 ,Pickup 2 Door,Right Side ,none,Vehicle Starts ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=23609080~SID~I1,https://www.iaai.com/Vehicle?itemID=29343485&RowNumber=72&loadRecent=True
6281,2014 FORD FOCUS SE,"68,254 mi (Actual)",VIN: 1FADP3F28EL155530 ,Sedan 4 Door,Front End ,Left & Right Side ,Vehicle Starts ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23681864~SID~I1,https://www.iaai.com/Vehicle?itemID=29408120&RowNumber=78&loadRecent=True
6972,2006 BMW 330 I,"58,063 mi (Not Required/Exempt)",VIN: WBAVB33516KS38541 ,Sedan 4 Door,Right Side ,Suspension ,Vehicle Starts ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23666709~SID~I1,https://www.iaai.com/Vehicle?itemID=29404866&RowNumber=77&loadRecent=True
3458,2006 NISSAN MAXIMA SE/SL,"139,458 mi (Actual)",VIN: 1N4BA41E76C813971 ,Sedan 4 Door,Right Side ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23543169~SID~I1,https://www.iaai.com/Vehicle?itemID=29256357&RowNumber=69&loadRecent=True
3705,2003 ACURA 3.2TL TYPE-S,"176,156 mi (Actual)",VIN: 19UUA56903A074438 ,Sedan 4 Door,Front End ,Left Front ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25211843~SID~I1,https://www.iaai.com/Vehicle?itemID=31563941&RowNumber=68&loadRecent=True
43000,2018 MERCEDES-BENZ C 300,11 mi (Not Actual),VIN: WDDWF4JB4JR390068 ,US,Electrical ,none,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23567186~SID~I1,https://www.iaai.com/Vehicle?itemID=29284890&RowNumber=70&loadRecent=True
5636,2005 INFINITI G35 ,"153,159 mi (Not Required/Exempt)",VIN: JNKCV51E25M204206 ,Sedan 4 Door,Front End ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23616172~SID~I1,https://www.iaai.com/Vehicle?itemID=29318010&RowNumber=71&loadRecent=True
1725,1996 CHEVROLET GMT-400 C3500,"109,905 mi (Actual)",VIN: 1GCHC33F3TF011796 ,Pickup 4 Door,Unknown ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25414719~SID~I1,https://www.iaai.com/Vehicle?itemID=31820403&RowNumber=67&loadRecent=True
0,2001 HONDA ACCORD EX,"109,033 mi (Actual)",VIN: 1HGCG66871A015469 ,Sedan 4 Door,Left Front ,Rear ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25279216~SID~I1,https://www.iaai.com/Vehicle?itemID=31643850&RowNumber=76&loadRecent=True
2000,2007 HONDA CIVIC HYBRID,"200,643 mi (Actual)",VIN: JHMFA36227S015274 ,Sedan 4 Door,None ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25290125~SID~I1,https://www.iaai.com/Vehicle?itemID=31820189&RowNumber=63&loadRecent=True
1875,2009 CHEVROLET COBALT LT,"33,152 mi (Not Required/Exempt)",VIN: 1G1AT18H597259530 ,Coupe 2 Door,Engine Damage ,none,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25022363~SID~I1,https://www.iaai.com/Vehicle?itemID=31820325&RowNumber=65&loadRecent=True
2366,1996 SUBARU LEGACY OUTBACK,"198,074 mi (Not Required/Exempt)",VIN: 4S3BG4856T6376683 ,Wagon 4 Door,Left Side ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23454745~SID~I1,https://www.iaai.com/Vehicle?itemID=29089744&RowNumber=64&loadRecent=True
2700,2010 CHEVROLET IMPALA LS,"141,394 mi (Actual)",VIN: 2G1WA5EK4A1149914 ,Sedan 4 Door,Front End ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25382002~SID~I1,https://www.iaai.com/Vehicle?itemID=31799725&RowNumber=62&loadRecent=True
18288,2018 NISSAN ROGUE S/SV,"2,798 mi (Actual)",VIN: KNMAT2MV4JP570847 ,ROGUE,Rear ,none,Cannot Test Start ,Missing,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=24828603~SID~I1,https://www.iaai.com/Vehicle?itemID=31820144&RowNumber=61&loadRecent=True
2918,2006 NISSAN ALTIMA S/SL,"201,003 mi (Actual)",VIN: 1N4AL11D26N324037 ,Sedan 4 Door,Front End ,Left Side ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25219160~SID~I1,https://www.iaai.com/Vehicle?itemID=31639845&RowNumber=59&loadRecent=True
1100,2001 HONDA ACCORD LX,"155,089 mi (Not Required/Exempt)",VIN: 1HGCG66591A084931 ,Sedan 4 Door,Left & Right Side ,none,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25216642~SID~I1,https://www.iaai.com/Vehicle?itemID=31639832&RowNumber=58&loadRecent=True
8879,2013 NISSAN ALTIMA S,"81,148 mi (Not Actual)",VIN: 1N4AL2EP2DC240626 ,Coupe 2 Door,Front & Rear ,Left & Right Side ,Vehicle Starts With Jump ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=24890225~SID~I1,https://www.iaai.com/Vehicle?itemID=31807142&RowNumber=57&loadRecent=True
9500,2009 ACURA TSX ,"28,982 mi (Actual)",VIN: JH4CU26689C008463 ,Sedan 4 Door,Right Front ,Front End ,Vehicle Won't Start ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=25174657~SID~I1,https://www.iaai.com/Vehicle?itemID=31487460&RowNumber=56&loadRecent=True
2100,1989 LINCOLN MARK VII LSC,"116,395 mi (Not Actual)",VIN: 1LNBM93E6KY766016 ,Coupe 2 Door,All Over ,none,Vehicle Won't Start ,Present,None,https://vis.iaai.com/singlethumbnail?imageKeys=25334172~SID~I1,https://www.iaai.com/Vehicle?itemID=31837518&RowNumber=55&loadRecent=True
10022,2014 TOYOTA CAMRY SE/XLE,"36,565 mi (Actual)",VIN: 4T1BK1FK8EU023801 ,US,Left & Right Side ,Right Front ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23503382~SID~I1,https://www.iaai.com/Vehicle?itemID=29146167&RowNumber=66&loadRecent=True
4847,2010 FORD FOCUS SES,"137,156 mi (Actual)",VIN: 1FAHP3GN4AW152949 ,Sedan 4 Door,Front End ,none,Vehicle Starts ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23424556~SID~I1,https://www.iaai.com/Vehicle?itemID=29056068&RowNumber=60&loadRecent=True
2850,2009 CHEVROLET MALIBU LS,"143,570 mi (Not Required/Exempt)",VIN: 1G1ZG57B19F137474 ,Sedan 4 Door,Repossession ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25216976~SID~I1,https://www.iaai.com/Vehicle?itemID=31855243&RowNumber=51&loadRecent=True
5133,2008 TOYOTA YARIS ,"189,406 mi (Not Required/Exempt)",VIN: JTDBT923284013610 ,Sedan 4 Door,Front & Rear ,Left & Right Side ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23324297~SID~I1,https://www.iaai.com/Vehicle?itemID=28957978&RowNumber=53&loadRecent=True
14219,2018 HONDA ACCORD EX,"3,935 mi (Actual)",VIN: 1HGCV1F41JA110051 ,Sedan 4 Door,Left Rear ,Rear ,Vehicle Starts ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25005405~SID~I1,https://www.iaai.com/Vehicle?itemID=31256797&RowNumber=50&loadRecent=True
8418,2008 HONDA ACCORD LX,"163,088 mi (Not Required/Exempt)",VIN: JHMCP26338C026025 ,Sedan 4 Door,Front End ,none,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=24754010~SID~I1,https://www.iaai.com/Vehicle?itemID=31731508&RowNumber=48&loadRecent=True
1700,2007 CADILLAC CTS ,"156,976 mi (Not Required/Exempt)",VIN: 1G6DM57T570133143 ,Sedan 4 Door,Repossession ,none,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25217112~SID~I1,https://www.iaai.com/Vehicle?itemID=31855244&RowNumber=52&loadRecent=True
1281,1999 FORD RANGER SUPER CAB,"471,792 mi (Actual)",VIN: 1FTZR15VXXTA82321 ,Pickup 2 Door,All Over ,none,Cannot Test Start ,Missing,"Spare Tire Present, Alloy Wheels",https://vis.iaai.com/singlethumbnail?imageKeys=23371372~SID~I1,https://www.iaai.com/Vehicle?itemID=28964862&RowNumber=54&loadRecent=True
16715,2013 FORD F150 SUPERCREW,"139,043 mi (Actual)",VIN: 1FTFW1EF8DFB05173 ,Pickup 4 Door,Left & Right Side ,none,Vehicle Starts ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=23229139~SID~I1,https://www.iaai.com/Vehicle?itemID=28819428&RowNumber=45&loadRecent=True
23836,2005 FORD F150 ,1 mi (Not Required/Exempt),VIN: 1FTRX12W65NA04915 ,Pickup 4 Door,Front End ,none,Vehicle Won't Start ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=23254659~SID~I1,https://www.iaai.com/Vehicle?itemID=28812450&RowNumber=44&loadRecent=True
13893,2015 DODGE DART SXT,"59,386 mi (Actual)",VIN: 1C3CDFBB1FD223916 ,Sedan 4 Door,Right Side ,Front End ,Vehicle Won't Start ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=23214057~SID~I1,https://www.iaai.com/Vehicle?itemID=28767076&RowNumber=43&loadRecent=True
2400,2009 SUBARU IMPREZA 2.5I,"175,000 mi (Not Actual)",VIN: JF1GE61699H519851 ,Sedan 4 Door,None ,none,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25209344~SID~I1,https://www.iaai.com/Vehicle?itemID=31639783&RowNumber=47&loadRecent=True
11251,2014 CHEVROLET IMPALA LIMITED LT,"44,917 mi (Not Actual)",VIN: 2G1WB5E38E1142329 ,Sedan 4 Door,Front End ,Left & Right Side ,Cannot Test Start ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=24590915~SID~I1,https://www.iaai.com/Vehicle?itemID=31806932&RowNumber=46&loadRecent=True
6614,2007 TOYOTA CAMRY NEW GENERAT CE/LE/XLE/SE,"168,206 mi (Actual)",VIN: 4T1BE46K77U648542 ,Sedan 4 Door,Left Side ,none,Vehicle Starts ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=23309409~SID~I1,https://www.iaai.com/Vehicle?itemID=28891194&RowNumber=49&loadRecent=True
9118,2012 FORD FUSION SE,"103,069 mi (Actual)",VIN: 3FAHP0HA1CR203369 ,Sedan 4 Door,Right Front ,Front End ,Vehicle Starts With Jump ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=24259295~SID~I1,https://www.iaai.com/Vehicle?itemID=31806853&RowNumber=42&loadRecent=True
16331,2016 FORD FUSION SE,"31,497 mi (Not Actual)",VIN: 3FA6P0H9XGR188003 ,US,Front End ,none,Cannot Test Start ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=23234471~SID~I1,https://www.iaai.com/Vehicle?itemID=28771461&RowNumber=41&loadRecent=True
6936,2007 CHRYSLER 300 ,"2,809 mi (Not Actual)",VIN: 2C3KA43R37H748372 ,Sedan 4 Door,Front End ,Left Front ,Cannot Test Start ,Missing,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=24977220~SID~I1,https://www.iaai.com/Vehicle?itemID=31254471&RowNumber=23&loadRecent=True
6635,2010 VOLKSWAGEN JETTA LIMITED,"79,823 mi (Actual)",VIN: 3VWAZ7AJ4AM101886 ,Sedan 4 Door,Left Front ,none,Vehicle Starts ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=22314175~SID~I1,https://www.iaai.com/Vehicle?itemID=27598448&RowNumber=21&loadRecent=True
